#TAXON,TAXID,NAME
no rank,463653,Colobus guereza cytomegalovirus 1.1
no rank,467771,Colobus guereza cytomegalovirus 1.2
species,1379307,Colobus polykomos cytomegalovirus 1
species,308707,Crocidura russula cytomegalovirus 1
species,1919083,Cynomolgus cytomegalovirus
species,1136452,Cytomegalovirus Baboon/eye/CII-163(a)
species,1136453,Cytomegalovirus Baboon/optic nerve/CII-163
species,1136454,Cytomegalovirus Baboon/spinal nerve/CII-028
species,1136455,Cytomegalovirus Baboon/trachea/CII-163
species,931926,Cytomegalovirus Eptesicus fuscus/IT/USA/2009
species,1136456,Cytomegalovirus Guenon/muscle/BM-002
species,1869108,Gorilla beringei beringei cytomegalovirus
species,1962169,Gorilla beringei beringei cytomegalovirus 1
species,1962168,Gorilla beringei beringei cytomegalovirus 2
species,660661,Gorilla gorilla cytomegalovirus 1.1
species,660662,Gorilla gorilla cytomegalovirus 2.1
species,660663,Gorilla gorilla cytomegalovirus 2.2
species,2999084,Herpesviridae HV-26
species,2795229,Japanese cytomegalovirus
species,308703,Macaca fascicularis cytomegalovirus 1
species,144209,Mandrillus cytomegalovirus
species,431626,Microtus agrestis cytomegalovirus 1
species,431627,Microtus arvalis cytomegalovirus 1
species,3344805,Mouse cytomegalovirus
species,456489,Mus cervicolor cytomegalovirus 1
species,752241,Mus musculus cytomegalovirus 2
species,456831,Myodes glareolus cytomegalovirus 1
species,431629,Ondatra zibethicus cytomegalovirus 1
species,2170406,Pan paniscus cytomegalovirus 1
species,2170407,Pan paniscus cytomegalovirus 2
species,660664,Pan troglodytes cytomegalovirus 1.1
species,660665,Pan troglodytes cytomegalovirus 1.2
species,660666,Pan troglodytes cytomegalovirus 2.1
species,660667,Pan troglodytes cytomegalovirus 2.2
species,660668,Pan troglodytes cytomegalovirus 2.3
species,2071325,Pan troglodytes verus cytomegalovirus 1
species,2071326,Pan troglodytes verus cytomegalovirus 2
species,230456,Phacochoerus africanus cytomegalovirus 1
species,1379309,Piliocolobus badius cytomegalovirus 1
no rank,1379310,Piliocolobus badius cytomegalovirus 1b
species,1379308,Piliocolobus badius cytomegalovirus 2
species,1379684,Piliocolobus badius cytomegalovirus 3
species,1881008,Pithecia pithecia cytomegalovirus
species,203138,Pongo pygmaeus cytomegalovirus 1
species,660669,Pongo pygmaeus cytomegalovirus 1.2
species,431630,Rattus exulans cytomegalovirus 1
species,431631,Rattus rattus cytomegalovirus 1
species,431632,Rattus tiomanicus cytomegalovirus 1
species,1881009,Saimiri boliviensis boliviensis cytomegalovirus
species,1881010,Saimiri boliviensis cytomegalovirus
species,1881011,Saimiri sciureus albigena cytomegalovirus
species,134392,Saimiriine herpesvirus 3
species,643649,Squirrel monkey cytomegalovirus 1
species,2510939,Cytomegalovirus sp.
species,205912,unidentified cytomegalovirus
genus,10365,Muromegalovirus
species,3050323,Muromegalovirus muridbeta1
no rank,10366,Murid betaherpesvirus 1
no rank,69156,Murine cytomegalovirus (strain K181)
no rank,10367,Murine cytomegalovirus (strain Smith)
no rank,524649,Muromegalovirus C4A
no rank,524650,Muromegalovirus G4
no rank,524651,Muromegalovirus WP15B
species,3050324,Muromegalovirus muridbeta2
no rank,28304,Murid betaherpesvirus 2
no rank,79700,rat cytomegalovirus strain Maastricht
species,3050326,Muromegalovirus muridbeta8
no rank,1261657,Murid betaherpesvirus 8
no rank,1640278,Rat cytomegalovirus ALL-03
no rank,1431747,unclassified Muromegalovirus
species,2973541,Mastomys natalensis cytomegalovirus 1
species,2973540,Mastomys natalensis cytomegalovirus 2
species,2662313,Mastomys natalensis cytomegalovirus 3
species,1431748,Murine herpesvirus
species,3342603,Rattus norvegicus muromegalovirus 1
species,3342604,Rattus norvegicus muromegalovirus 2
species,3342606,Rattus rattus muromegalovirus 1
species,3342607,Rattus rattus muromegalovirus 2
species,3386057,Yunan rodent muromegalovirus 1
genus,548689,Proboscivirus
species,3050273,Proboscivirus elephantidbeta1
no rank,146015,Elephantid betaherpesvirus 1
no rank,759753,Elephant endotheliotropic herpesvirus 1A
no rank,1329410,Elephant endotheliotropic herpesvirus 1A/1B
no rank,759754,Elephant endotheliotropic herpesvirus 1B
no rank,654902,Elephantid herpesvirus 1 (isolate Kiba)
no rank,548912,unclassified Proboscivirus
species,759755,Elephant endotheliotropic herpesvirus 2
no rank,2939260,Elephant endotheliotropic herpesvirus 2B
species,548913,Elephant endotheliotropic herpesvirus 3
no rank,1329409,Elephant endotheliotropic herpesvirus 3A
no rank,1749251,Elephant endotheliotropic herpesvirus 3B
species,548914,Elephant endotheliotropic herpesvirus 4
no rank,1756184,Elephant endotheliotropic herpesvirus 4A
species,768738,Elephant endotheliotropic herpesvirus 5
no rank,1382992,Elephant endotheliotropic herpesvirus 5A
no rank,1382993,Elephant endotheliotropic herpesvirus 5B
species,768739,Elephant endotheliotropic herpesvirus 6
species,1166470,Elephant endotheliotropic herpesvirus 7
no rank,1206069,Elephant endotheliotropic herpesvirus 7A
genus,2842996,Quwivirus
species,3050254,Quwivirus caviidbeta2
no rank,33706,Caviid betaherpesvirus 2
no rank,1415526,Caviid herpesvirus 2 str. CIDMTR
no rank,103920,Guinea pig cytomegalovirus (strain 22122 / ATCC VR682) (GPCMV)
species,3050321,Quwivirus miniopteridbeta1
no rank,3070189,miniopterid betaherpesvirus 1
species,3050362,Quwivirus tupaiidbeta1
no rank,10397,Tupaiid betaherpesvirus 1
genus,40272,Roseolovirus
species,3050296,Roseolovirus humanbeta6a
no rank,32603,Human betaherpesvirus 6A
no rank,10369,Human herpesvirus 6 (strain GS)
no rank,10370,Human herpesvirus 6 (strain Uganda-1102)
species,3050297,Roseolovirus humanbeta6b
no rank,32604,Human betaherpesvirus 6B
no rank,36351,Human herpesvirus 6 strain Z29
species,3050298,Roseolovirus humanbeta7
no rank,10372,Human betaherpesvirus 7
no rank,57278,Human herpesvirus 7 strain JI
no rank,57279,Human herpesvirus 7 strain MUK
no rank,262398,Human herpesvirus 7 strain RK
species,3050310,Roseolovirus macacinebeta9
no rank,2560568,macacine betaherpesvirus 9
species,3050325,Roseolovirus muridbeta3
no rank,2560603,Murid betaherpesvirus 3
no rank,2419785,Murid herpesvirus 3
species,3050356,Roseolovirus suidbeta2
no rank,1608255,Suid betaherpesvirus 2
no rank,431037,unclassified Roseolovirus
species,3128245,Bat roseolovirus 1
species,3128246,Bat roseolovirus 2
species,2071327,Cercocebus atys roseolovirus 1
species,1370096,Cervid herpesvirus 3
species,1543219,Gorilla gorilla herpesvirus 7
species,10368,Human betaherpesvirus 6
no rank,254249,Pan troglodytes herpesvirus 6
species,1940555,Murine roseolovirus
species,1543220,Pan paniscus herpesvirus 7
species,1543221,Pan troglodytes herpesvirus 7
species,308725,Pan troglodytes roseolovirus 1
species,1940554,Roseolovirus sp.
no rank,35248,unclassified Betaherpesvirinae
species,2976373,Aethomys kaiseri betaherpesvirus
species,3115556,Apodemus sylvaticus betaherpesvirus
species,2781353,Artibeus lituratus betaherpesvirus
species,2976374,Arvicanthis niloticus betaherpesvirus
species,37140,Atypical cytopathic virus
species,2767957,bat betaherpesvirus
species,668548,Bat betaherpesvirus 2
species,3128232,Bat betaherpesvirus 3
species,3128233,Bat betaherpesvirus 4
species,2721739,Callosciurus erythraeus betaherpesvirus 1
species,2721740,Callosciurus prevostii betaherpesvirus 1
species,1273575,Capreolus herpesvirus 1
species,2736206,Desmodus rotundus betaherpesvirus
species,2781354,Diphylla ecaudata betaherpesvirus
species,690692,Egyptian fruit bat betaherpesvirus
species,1325383,Eptesicus isabellinus betaherpesvirus 1
species,1325384,Eptesicus isabellinus betaherpesvirus 2
species,1325385,Eptesicus serotinus betaherpesvirus 1
species,3068935,Galictis cuja betaherpesvirus
species,2781101,Glossophaga soricina betaherpesvirus
species,2976376,Grammomys betaherpesvirus
species,1325386,Hypsugo savii betaherpesvirus 1
species,2976377,Lemniscomys striatus betaherpesvirus
species,10373,Macaca mulatta cytomegalovirus
species,144210,Mandrillus betaherpesvirus
species,1834535,Marten betaherpesvirus
species,2126357,Megabat betaherpesvirus
species,416613,Miniopterus schreibersii betaherpesvirus 1
species,416614,Miniopterus schreibersii betaherpesvirus 2
species,1325387,Miniopterus schreibersii betaherpesvirus 3
species,2737724,Molossus molossus betaherpesvirus 1
species,2976378,Mus minutoides betaherpesvirus
species,1732025,Myotis alcathoe betaherpesvirus 1
species,1325388,Myotis bechsteinii betaherpesvirus 1
species,416615,Myotis blythii betaherpesvirus
species,1653057,Myotis blythii betaherpesvirus 1
species,1325389,Myotis daubentonii betaherpesvirus 1
species,1325390,Myotis emarginatus betaherpesvirus 1
species,1211015,Myotis escalerai betaherpesvirus
species,1653056,Myotis escalerai betaherpesvirus 1
species,1835098,Myotis escalerai betaherpesvirus 2
species,416616,Myotis myotis betaherpesvirus
species,1653058,Myotis myotis betaherpesvirus 1
species,1325391,Myotis mystacinus betaherpesvirus 1
species,1325392,Myotis mystacinus betaherpesvirus 2
species,398068,Myotis nattereri betaherpesvirus
species,2781102,Myotis oxyotus betaherpesvirus
species,1325393,Nyctalus lasiopterus betaherpesvirus 1
species,1325394,Nyctalus leisleri betaherpesvirus 1
species,1325395,Nyctalus noctula betaherpesvirus 1
species,291832,Nycticebus coucang betaherpesvirus 1
species,1325396,Pipistrellus kuhlii betaherpesvirus 1
species,1325397,Pipistrellus pipistrellus betaherpesvirus 1
species,1325398,Pipistrellus pipistrellus betaherpesvirus 2
species,1325399,Pipistrellus pygmaeus betaherpesvirus 1
species,1325400,Plecotus austriacus betaherpesvirus 1
species,1325401,Plecotus austriacus betaherpesvirus 2
species,70062,Porcine cytomegalovirus B6
species,99803,Porcine cytomegalovirus OF-1
species,2737726,Pteronotus alitonus betaherpesvirus 1
species,2876866,Pteropus betaherpesvirus 1
species,3138777,Rhinolophus betaherpesvirus
species,1325402,Rhinolophus ferrumequinum betaherpesvirus 2
species,1325403,Rhinolophus hipposideros betaherpesvirus 1
species,2781355,Rhynchonycteris naso betaherpesvirus
species,1325404,Rousettus aegyptiacus betaherpesvirus 1
species,1325405,Rousettus aegyptiacus betaherpesvirus 2
species,2781356,Saccopteryx bilineata betaherpesvirus
species,2721741,Sciurus carolinensis betaherpesvirus 1
species,2721742,Sciurus vulgaris betaherpesvirus 1
species,1000653,Sorex araneus betaherpesvirus 1
species,1000654,Sorex araneus betaherpesvirus 2
species,1000655,Sorex araneus betaherpesvirus 3
species,1000656,Sorex araneus betaherpesvirus 4
species,1000657,Sorex araneus betaherpesvirus 5
species,1000658,Sorex minutus betaherpesvirus 1
species,1000659,Sorex minutus betaherpesvirus 2
species,2781357,Sturnira lilium betaherpesvirus
species,2737725,Sturnira tildae betaherpesvirus 1
species,2749858,Tadarida betaherpesvirus
species,3236711,Tadarida brasiliensis betaherpesvirus 1
species,3236712,Tadarida brasiliensis betaherpesvirus 2
species,1325406,Tadarida teniotis betaherpesvirus 1
species,1325407,Tadarida teniotis betaherpesvirus 2
species,1835097,Tadarida teniotis betaherpesvirus 3
species,132678,Tupaiid herpesvirus 2
species,2681586,Betaherpesvirinae sp.
subfamily,10374,Gammaherpesvirinae
genus,2842564,Bossavirus
species,3050272,Bossavirus delphinidgamma1
no rank,1981153,Delphinid gammaherpesvirus 1
no rank,2022783,Common bottlenose dolphin gammaherpesvirus 1 strain Sarasota
genus,10375,Lymphocryptovirus
species,3050250,Lymphocryptovirus callitrichinegamma3
no rank,106331,callitrichine gammaherpesvirus 3
species,3050289,Lymphocryptovirus gorillinegamma1
no rank,159604,gorilline gammaherpesvirus 1
species,3050299,Lymphocryptovirus humangamma4
no rank,10376,human gammaherpesvirus 4
no rank,114770,Cynomolgus Epstein-Barr Virus A4
no rank,114769,Cynomolgus Epstein-Barr Virus Si-IIA
no rank,104240,Cynomolgus Epstein-Barr Virus TsB-B6
no rank,82830,Epstein-barr virus strain ag876
no rank,82829,Epstein-barr virus strain p3hr-1
no rank,10377,Human herpesvirus 4 strain B95-8
no rank,31525,Human herpesvirus 4 strain CAO
no rank,10378,Human herpesvirus 4 strain RAJI
no rank,36352,Human herpesvirus 4 type 1
no rank,12509,Human herpesvirus 4 type 2
species,3050311,Lymphocryptovirus macacinegamma10
no rank,2560569,macacine gammaherpesvirus 10
species,3060174,Lymphocryptovirus macacinegamma13
no rank,2341050,macacine gammaherpesvirus 13
species,3050314,Lymphocryptovirus macacinegamma4
no rank,45455,Macacine gammaherpesvirus 4
species,3050335,Lymphocryptovirus paninegamma1
no rank,159602,Panine gammaherpesvirus 1
species,3050339,Lymphocryptovirus papiinegamma1
no rank,106332,Papiine gammaherpesvirus 1
species,3050343,Lymphocryptovirus ponginegamma2
no rank,159603,Pongine gammaherpesvirus 2
no rank,323231,unclassified Lymphocryptovirus
species,1093774,Ateles belzebuth Lymphocryptovirus 1
species,1093775,Ateles fusciceps Lymphocryptovirus 1
species,1093776,Ateles geoffroyi Lymphocryptovirus 1
species,209266,Ateles paniscus lymphocryptovirus 1
species,221685,Callithrix jacchus lymphocryptovirus 1
species,209063,Callithrix penicillata lymphocryptovirus 1
species,209064,Cebus albifrons lymphocryptovirus 1
species,1093777,Cebus albifrons lymphocryptovirus 2
species,1093778,Cebus apella Lymphocryptovirus 1
species,1093779,Cebus capucinus Lymphocryptovirus 1
species,1093780,Cebus capucinus Lymphocryptovirus 2
species,691496,Cercocebus atys lymphocryptovirus 1
species,291843,Cercopithecus cephus lymphocrytovirus 1
species,291839,Cercopithecus hamlyni lymphocryptovirus 1
species,1869105,Cercopithecus kandti lymphocryptovirus
species,308705,Cercopithecus neglectus lymphocryptovirus 1
species,291835,Cercopithecus neglectus lymphocryptovirus 2
species,291841,Cercopithecus nictitans lymphocryptovirus 1
species,291836,Chlorocebus aethiops lymphocryptovirus 1
species,691497,Chlorocebus aethiops lymphocryptovirus 2
species,212720,Colobus guereza lymphocryptovirus 1
species,691498,Colobus polykomos lymphocryptovirus 1
species,1256524,Cynomolgus herpesvirus 4
species,230177,Erythrocebus patas lymphocryptovirus 1
species,1869106,Gorilla beringei beringei lymphocryptovirus 1
species,212721,Gorilla gorilla lymphocryptovirus 1
species,203136,Gorilla gorilla lymphocryptovirus 2
species,137878,Gorilla lymphocryptovirus 1
species,323233,Hylobates agilis lymphocryptovirus
species,230176,Hylobates lar lymphocryptovirus 1
species,221688,Hylobates leucogenys lymphocryptovirus 1
species,240511,Hylobates muelleri lymphocryptovirus 1
species,258922,Hylobates nomascus leucogenys lymphocryptovirus 1
species,323232,Hylobates pileatus lymphocryptovirus
species,291837,Hylobates syndactylus lymphocryptovirus 1
species,1093781,Lagothrix lagotricha Lymphocryptovirus 1
species,291838,Leontopithecus rosalia lymphocryptovirus 1
species,291842,Lophocebus albigena lymphocrytovirus 1
species,987113,Lophocebus aterrimus lymphocryptovirus 1
species,212718,lymphocryptovirus 1
species,212729,lymphocryptovirus 2
species,1136457,Lymphocryptovirus Baboon/bone marrow/CII-013
species,1136458,Lymphocryptovirus Baboon/eye/CII-163(b)
species,1136459,Lymphocryptovirus Green Monkey/marrow/CII-040
species,1136460,Lymphocryptovirus Green Monkey/marrow/CII-051
species,1136461,Lymphocryptovirus Green Monkey/trachea/CII-044
species,1136462,Lymphocryptovirus Green Monkey/trachea/CII-144
species,3367009,Lymphocryptovirus macaca fascicularis
species,1136463,Lymphocryptovirus Mangabey/muscle/BM-008
species,1195658,Macaca fascicularis lymphocryptovirus
species,212722,Macaca fascicularis lymphocryptovirus 1
species,212723,Macaca fuscata lymphocryptovirus 1
species,221244,Macaca fuscata lymphocryptovirus 2
species,221245,Macaca mulatta lymphocryptovirus 1
species,212724,Macaca silenus lymphocryptovirus 1
species,221246,Macaca sylvanus lymphocryptovirus 1
species,221686,Macaca thibetana lymphocryptovirus 1
species,691499,Macaca thibetana lymphocryptovirus 2
species,212725,Mandrillus sphinx lymphocryptovirus 1
species,221690,Mandrillus sphinx lymphocryptovirus 2
species,291840,Miopithecus talapoin lymphocryptovirus 1
species,212726,Pan paniscus lymphocryptovirus 1
species,1676471,Pan troglodytes lymphocryptovirus
species,212727,Pan troglodytes lymphocryptovirus 1
species,308704,Papio anubis lymphocryptovirus 1
species,1676472,Papio hamadryas lymphocryptovirus
species,221689,Papio hamadryas lymphocryptovirus 1
species,212730,Papio hamadryas lymphocryptovirus 2
species,467770,Papio hamadryas lymphocryptovirus 3
species,212719,Piliocolobus badius lymphocryptovirus 1
species,691500,Piliocolobus badius lymphocryptovirus 2
species,209062,Pithecia pithecia lymphocryptovirus 1
species,203134,Pongo pygmaeus lymphocryptovirus 1
species,691501,Pongo pygmaeus lymphocryptovirus 2
species,219817,Saguinus midas lymphocryptovirus 1
species,1093782,Saguinus oedipus Lymphocryptovirus 1
species,1093783,Saimiri boliviensis boliviensis Lymphocryptovirus 1
species,1093784,Saimiri sciureus albigena Lymphocryptovirus 1
species,219818,Saimiri sciureus lymphocryptovirus 1
species,209061,Saimiri sciureus lymphocryptovirus 2
species,308721,Saimiri sciureus lymphocryptovirus 3
species,1093785,Saimiri sciureus macrodon Lymphocryptovirus 1
species,1093786,Saimiri sciureus sciureus Lymphocryptovirus 1
species,212728,Semnopithecus entellus lymphocryptovirus 1
species,1567495,Symphalangus syndactylus lymphocryptovirus 1
species,691502,Symphalangus syndactylus lymphocryptovirus 2
species,2665497,Lymphocryptovirus sp.
genus,548687,Macavirus
species,3050134,Macavirus alcelaphinegamma1
no rank,35252,Alcelaphine gammaherpesvirus 1
no rank,654901,Alcelaphine herpesvirus 1 strain C500
no rank,33705,Alcelaphine herpesvirus 1 strain WC11
species,3050135,Macavirus alcelaphinegamma2
no rank,138184,Alcelaphine gammaherpesvirus 2
species,3050247,Macavirus bovinegamma6
no rank,1504288,Bovine gammaherpesvirus 6
no rank,69955,Bovine lymphotropic herpesvirus
species,3050253,Macavirus caprinegamma2
